"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"chemical_shift"	"multiplicity"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"ADG10003u_007"	"ADG10003u_008"	"ADG10003u_009"	"ADG10003u_010"	"ADG10003u_015"	"ADG10003u_016"	"ADG10003u_017"	"ADG10003u_021"	"ADG10003u_022"	"ADG10003u_023"	"ADG10003u_051"	"ADG10003u_052"	"ADG10003u_053"	"ADG10003u_066"	"ADG10003u_067"	"ADG10003u_071"	"ADG10003u_072"	"ADG10003u_073"	"ADG10003u_087"	"ADG10003u_088"	"ADG10003u_089"	"ADG10003u_097"	"ADG10003u_098"	"ADG10003u_112"	"ADG10003u_113"	"ADG10003u_114"	"ADG10003u_115"	"ADG10003u_116"	"ADG10003u_117"	"ADG10003u_118"	"ADG10003u_120"	"ADG10003u_151"	"ADG10003u_152"	"ADG10003u_153"	"ADG10003u_155"	"ADG10003u_156"	"ADG10003u_160"	"ADG10003u_161"	"ADG10003u_162"	"ADG10003u_166"	"ADG10003u_167"	"ADG10003u_168"	"ADG10003u_177"	"ADG10003u_178"	"ADG10003u_179"	"ADG10003u_185"	"ADG10003u_186"	"ADG10003u_187"	"ADG19007u_011"	"ADG19007u_012"	"ADG19007u_013"	"ADG19007u_014"	"ADG19007u_015"	"ADG19007u_016"	"ADG19007u_017"	"ADG19007u_071"	"ADG19007u_072"	"ADG19007u_073"	"ADG19007u_074"	"ADG19007u_075"	"ADG19007u_076"	"ADG19007u_077"	"ADG19007u_091"	"ADG19007u_092"	"ADG19007u_093"	"ADG19007u_094"	"ADG19007u_095"	"ADG19007u_096"	"ADG19007u_097"	"ADG19007u_161"	"ADG19007u_162"	"ADG19007u_163"	"ADG19007u_164"	"ADG19007u_165"	"ADG19007u_166"	"ADG19007u_167"	"ADG19007u_191"	"ADG19007u_192"	"ADG19007u_193"	"ADG19007u_194"	"ADG19007u_195"	"ADG19007u_196"	"ADG19007u_197"	"ADG19007u_241"	"ADG19007u_242"	"ADG19007u_243"	"ADG19007u_244"	"ADG19007u_245"	"ADG19007u_246"	"ADG19007u_247"	"ADG19007u_281"	"ADG19007u_282"	"ADG19007u_283"	"ADG19007u_284"	"ADG19007u_285"	"ADG19007u_286"	"ADG19007u_287"	"ADG19007u_301"	"ADG19007u_302"	"ADG19007u_303"	"ADG19007u_304"	"ADG19007u_305"	"ADG19007u_306"	"ADG19007u_307"	"ADG19007u_351"	"ADG19007u_352"	"ADG19007u_353"	"ADG19007u_354"	"ADG19007u_355"	"ADG19007u_356"	"ADG19007u_357"	"ADG19007u_401"	"ADG19007u_402"	"ADG19007u_403"	"ADG19007u_404"	"ADG19007u_405"	"ADG19007u_406"	"ADG19007u_407"	"ADG19007u_431"	"ADG19007u_432"	"ADG19007u_433"	"ADG19007u_434"	"ADG19007u_435"	"ADG19007u_436"	"ADG19007u_437"	"ADG19007u_471"	"ADG19007u_472"	"ADG19007u_473"	"ADG19007u_474"	"ADG19007u_475"	"ADG19007u_476"	"ADG19007u_477"
"CHEBI:16737"	"C4H7N3O"	"CN1CC(=O)N=C1N"	"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)"	"creatinine"	"[3.00 .. 3.06]"	"s 3.05"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"5:very good reliability"	""	""	""	""	""	""	"17.7"	"12.919"	"16.09"	"11.435"	"12.36"	"12.776"	"14.338"	"11.89"	"14.421"	"12.368"	"15.926"	"14.661"	"19.872"	"18.681"	"19.083"	"14.49"	"11.51"	"9.7071"	"12.259"	"12.366"	"12.924"	"15.604"	"10.281"	"15.205"	"16.798"	"12.892"	"16.454"	"14.791"	"17.259"	"16.991"	"14.793"	"11.97"	"10.876"	"16.492"	"13.692"	"14.206"	"15.187"	"15.625"	"16.219"	"13.651"	"11.247"	"14.353"	"15.488"	"14.798"	"14.512"	"12.367"	"14.249"	"12.342"	"18.572"	"18.865"	"17.418"	"20.056"	"19.962"	"18.654"	"16.889"	"12.165"	"12.613"	"12.065"	"10.495"	"13.069"	"10.842"	"8.6413"	"15.187"	"16.619"	"13.311"	"12.896"	"12.904"	"11.92"	"12.554"	"13.157"	"19.305"	"15.812"	"13.944"	"19.56"	"15.8"	"13.65"	"18.434"	"18.437"	"20.112"	"15.738"	"15.587"	"15.966"	"18.05"	"15.97"	"15.727"	"15.315"	"14.824"	"14.848"	"14.092"	"11.798"	"20.682"	"19.319"	"21.399"	"17.57"	"17.708"	"16.744"	"18.905"	"16.214"	"16.959"	"15.532"	"13.407"	"15.611"	"17.298"	"18.074"	"11.471"	"11.924"	"12.625"	"11.683"	"13.365"	"12.878"	"13.502"	"17.648"	"19.059"	"17.85"	"18.372"	"18.57"	"18.498"	"17.294"	"19.112"	"17.626"	"18.509"	"17.456"	"17.822"	"18.352"	"16.894"	"18.987"	"18.307"	"14.687"	"10.314"	"13.451"	"14.354"	"14.915"
""	""	""	""	""	"[3.06 .. 3.09]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.32588"	"0.28021"	"0.32476"	"0.2421"	"0.2959"	"0.29799"	"0.32675"	"0.28702"	"0.32366"	"0.145"	"0.211"	"0.28985"	"0.28331"	"0.2894"	"0.29512"	"0.24216"	"0.19389"	"0.16022"	"0.27045"	"0.26466"	"0.23467"	"0.20713"	"0.20956"	"0.22082"	"0.31108"	"0.21404"	"0.33066"	"0.32552"	"0.2527"	"0.23434"	"0.31138"	"0.30762"	"0.29867"	"0.39443"	"0.26333"	"0.19097"	"0.2693"	"0.26901"	"0.29301"	"0.3265"	"0.22937"	"0.22602"	"0.26192"	"0.25186"	"0.20171"	"0.25533"	"0.35319"	"0.20797"	"0.32816"	"0.21361"	"0.27341"	"0.21257"	"0.33249"	"0.27631"	"0.22005"	"0.28862"	"0.28464"	"0.28384"	"0.19181"	"0.24119"	"0.23465"	"0.23201"	"0.30141"	"0.20255"	"0.27432"	"0.28848"	"0.26199"	"0.26793"	"0.3181"	"0.22077"	"0.2568"	"0.27934"	"0.24813"	"0.34775"	"0.28496"	"0.32896"	"0.26663"	"0.29473"	"0.28526"	"0.23601"	"0.23316"	"0.25357"	"0.2528"	"0.31608"	"0.32918"	"0.38404"	"0.26395"	"0.28614"	"0.25902"	"0.23724"	"0.2649"	"0.35883"	"0.33109"	"0.36701"	"0.41429"	"0.37472"	"0.24222"	"0.25072"	"0.28394"	"0.30004"	"0.29448"	"0.30787"	"0.3198"	"0.34238"	"0.24665"	"0.25759"	"0.30073"	"0.20035"	"0.24089"	"0.23218"	"0.26582"	"0.24586"	"0.34763"	"0.30325"	"0.25526"	"0.24258"	"0.2926"	"0.25273"	"0.30596"	"0.25946"	"0.30974"	"0.29074"	"0.35743"	"0.42073"	"0.27246"	"0.36647"	"0.29166"	"0.38137"	"0.29189"	"0.34312"	"0.39879"	"0.25356"
"CHEBI:16320"	"C4H9NO2"	"CC(CN)C(=O)O"	"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m1/s1"	"b-aminoisobutyrate"	"[3.09 .. 3.13]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"3:medium reliability"	""	""	""	""	""	""	"1.597"	"0.96242"	"0.91147"	"1.2637"	"0.96751"	"1.367"	"1.1587"	"1.0403"	"0.94974"	"0.8754"	"0.71986"	"0.90865"	"1.2295"	"1.0784"	"1.1641"	"0.83773"	"0.62914"	"0.60325"	"0.90551"	"0.65131"	"0.7593"	"0.86499"	"0.63006"	"0.94662"	"1.1462"	"0.65231"	"1.0046"	"0.99309"	"1.11"	"1.087"	"1.0923"	"1.1207"	"1.0589"	"1.1683"	"0.98454"	"0.70176"	"0.8759"	"1.0178"	"1.1205"	"1.5178"	"1.1191"	"1.8585"	"1.0067"	"0.9669"	"0.74189"	"1.1688"	"1.192"	"0.81484"	"1.2886"	"1.1673"	"1.0934"	"0.77429"	"1.1379"	"0.99504"	"1.4504"	"1.2262"	"1.3209"	"1.1906"	"0.73502"	"0.98926"	"0.88817"	"0.88207"	"1.1584"	"1.1002"	"0.97093"	"0.87413"	"0.96704"	"0.79445"	"1.2599"	"0.82423"	"1.0828"	"1.0196"	"0.7971"	"1.0638"	"1.0653"	"1.2252"	"1.0421"	"1.1593"	"1.2535"	"0.80918"	"0.88398"	"1.1077"	"0.84085"	"1.5526"	"1.2916"	"1.145"	"0.88608"	"0.99255"	"0.96542"	"0.87423"	"0.96741"	"1.1642"	"1.1627"	"0.93672"	"1.0655"	"1.0964"	"1.5169"	"0.90329"	"1.0622"	"1.1144"	"0.70025"	"1.1202"	"0.95793"	"1.0816"	"1.5717"	"1.7013"	"1.81"	"1.0315"	"1.0771"	"1.2088"	"2.8887"	"0.91116"	"1.2652"	"1.2937"	"0.84291"	"1.0779"	"1.4278"	"1.2113"	"1.3871"	"1.5725"	"1.2034"	"0.90863"	"1.2473"	"1.2325"	"2.1248"	"1.1573"	"1.2624"	"0.88604"	"0.62943"	"0.78986"	"0.88022"	"1.1577"
"CHEBI:16919"	"C4H9N3O2"	"CN(CC(=O)O)C(=N)N"	"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)"	"creatine"	"[3.93 .. 3.96]"	"s 3.93"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"5:very good reliability"	""	""	""	""	""	""	"1.8395"	"3.6742"	"2.0809"	"2.4161"	"2.8621"	"3.1363"	"3.0531"	"2.6142"	"2.5648"	"2.4092"	"1.6978"	"1.971"	"2.7148"	"2.3158"	"2.7152"	"2.1373"	"1.4763"	"1.7272"	"1.8888"	"1.9621"	"2.0099"	"4.2161"	"1.8681"	"1.7228"	"1.6493"	"2.3893"	"3.0955"	"2.591"	"2.345"	"1.7005"	"1.8476"	"2.1607"	"2.6893"	"6.4445"	"1.6922"	"1.5705"	"1.8562"	"2.6089"	"3.1456"	"3.2815"	"2.6005"	"4.7615"	"3.912"	"3.3774"	"2.4911"	"1.7359"	"1.6297"	"1.8798"	"2.2094"	"2.9768"	"2.011"	"1.7611"	"3.9479"	"2.45"	"2.0109"	"3.0409"	"3.0293"	"2.9598"	"2.946"	"4.1627"	"3.6399"	"2.1552"	"3.3794"	"5.7012"	"3.0872"	"3.3905"	"4.5149"	"2.6933"	"1.868"	"2.6435"	"3.7612"	"2.878"	"2.5768"	"4.2953"	"3.3533"	"2.3741"	"2.2085"	"2.0602"	"2.1513"	"2.2645"	"2.1496"	"2.2972"	"1.9454"	"3.3166"	"3.6622"	"3.4693"	"2.8072"	"3.1087"	"3.658"	"2.2195"	"2.1903"	"3.0868"	"2"	"2.3205"	"3.0194"	"2.2703"	"2.4906"	"2.4249"	"3.0596"	"2.1845"	"2.3362"	"2.6279"	"2.3627"	"1.9407"	"2.5402"	"2.4906"	"2.2067"	"3.0451"	"4.3509"	"2.6853"	"1.645"	"2.2405"	"2.7496"	"2.2852"	"2.4021"	"2.6747"	"2.7458"	"1.9079"	"2.5249"	"2.8348"	"2.4245"	"2.4814"	"2.5001"	"2.2316"	"2.412"	"2.2843"	"2.4699"	"2.2088"	"2.6768"	"2.5192"	"2.3092"	"2.2535"
"CHEBI:29805"	"C2H3O3-"	"C(C(=O)[O-])O"	"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)/p-1"	"glycolate"	"[3.93 .. 3.96]"	"s 3.94"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"2:less poor reliability"	""	""	""	""	""	""	"1.8395"	"3.6742"	"2.0809"	"2.4161"	"2.8621"	"3.1363"	"3.0531"	"2.6142"	"2.5648"	"2.4092"	"1.6978"	"1.971"	"2.7148"	"2.3158"	"2.7152"	"2.1373"	"1.4763"	"1.7272"	"1.8888"	"1.9621"	"2.0099"	"4.2161"	"1.8681"	"1.7228"	"1.6493"	"2.3893"	"3.0955"	"2.591"	"2.345"	"1.7005"	"1.8476"	"2.1607"	"2.6893"	"6.4445"	"1.6922"	"1.5705"	"1.8562"	"2.6089"	"3.1456"	"3.2815"	"2.6005"	"4.7615"	"3.912"	"3.3774"	"2.4911"	"1.7359"	"1.6297"	"1.8798"	"2.2094"	"2.9768"	"2.011"	"1.7611"	"3.9479"	"2.45"	"2.0109"	"3.0409"	"3.0293"	"2.9598"	"2.946"	"4.1627"	"3.6399"	"2.1552"	"3.3794"	"5.7012"	"3.0872"	"3.3905"	"4.5149"	"2.6933"	"1.868"	"2.6435"	"3.7612"	"2.878"	"2.5768"	"4.2953"	"3.3533"	"2.3741"	"2.2085"	"2.0602"	"2.1513"	"2.2645"	"2.1496"	"2.2972"	"1.9454"	"3.3166"	"3.6622"	"3.4693"	"2.8072"	"3.1087"	"3.658"	"2.2195"	"2.1903"	"3.0868"	"2"	"2.3205"	"3.0194"	"2.2703"	"2.4906"	"2.4249"	"3.0596"	"2.1845"	"2.3362"	"2.6279"	"2.3627"	"1.9407"	"2.5402"	"2.4906"	"2.2067"	"3.0451"	"4.3509"	"2.6853"	"1.645"	"2.2405"	"2.7496"	"2.2852"	"2.4021"	"2.6747"	"2.7458"	"1.9079"	"2.5249"	"2.8348"	"2.4245"	"2.4814"	"2.5001"	"2.2316"	"2.412"	"2.2843"	"2.4699"	"2.2088"	"2.6768"	"2.5192"	"2.3092"	"2.2535"
""	""	""	""	""	"[3.96 .. 4.00]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"1.9935"	"2.8388"	"2.4132"	"2.4438"	"2.9856"	"3.4596"	"2.8103"	"4.2124"	"2.9285"	"4.8933"	"7.3692"	"6.5324"	"2.8389"	"3.3856"	"2.1901"	"2.8221"	"1.9321"	"2.4154"	"4.2356"	"4.5625"	"4.2912"	"3.427"	"4.3196"	"4.9521"	"2.5244"	"4.4652"	"2.5857"	"3.9153"	"2.8661"	"2.9122"	"3.1803"	"3.6977"	"5.3167"	"3.6888"	"7.3727"	"8.6462"	"3.8307"	"2.2241"	"2.5127"	"2.3639"	"2.7126"	"2.6839"	"3.8744"	"2.6493"	"2.9405"	"6.8923"	"2.6814"	"4.2982"	"3.8415"	"3.0595"	"4.2358"	"4.7262"	"2.6718"	"4.56"	"4.4517"	"3.6155"	"3.6106"	"4.5568"	"7.9562"	"4.1381"	"6.2048"	"6.3521"	"4.8944"	"3.2558"	"5.3359"	"5.1392"	"3.4582"	"4.9256"	"5.5799"	"9.2311"	"4.9935"	"5.7488"	"7.218"	"4.203"	"5.4664"	"3.6038"	"5.3249"	"4.1957"	"3.9505"	"6.8997"	"6.104"	"5.7253"	"4.9829"	"3.7498"	"3.3737"	"3.8423"	"5.0753"	"3.4718"	"4.2142"	"7.337"	"5.149"	"3.1148"	"3.8767"	"6.3742"	"3.6424"	"4.9372"	"3.2377"	"6.4862"	"3.781"	"4.8685"	"7.6828"	"4.8938"	"3.9652"	"3.0264"	"6.9755"	"3.9264"	"5.1445"	"5.8252"	"4.1318"	"4.2949"	"3.3952"	"6.5413"	"3.745"	"3.742"	"4.0126"	"3.4223"	"3.5948"	"2.7182"	"3.7696"	"3.485"	"4.1774"	"5.6778"	"4.4734"	"3.8354"	"5.3676"	"3.5947"	"2.9836"	"5.9776"	"9.4299"	"7.8684"	"6.1211"	"5.9851"
""	""	""	""	""	"[4.00 .. 4.02]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.48354"	"1.0325"	"1.1105"	"0.73622"	"0.69092"	"0.9236"	"0.98127"	"0.58771"	"0.63092"	"0.40969"	"0.72268"	"0.96105"	"1.2786"	"0.83846"	"0.6783"	"0.55524"	"0.65373"	"0.55226"	"0.91198"	"1.294"	"1.0538"	"0.70427"	"1.0506"	"0.66539"	"0.90809"	"0.73666"	"0.74537"	"0.65478"	"0.75276"	"0.72895"	"0.76396"	"0.82016"	"0.81865"	"0.72938"	"0.78874"	"1.0311"	"0.75099"	"0.62953"	"0.71253"	"0.71965"	"0.56161"	"0.63489"	"0.77628"	"1.0455"	"0.77315"	"0.60738"	"0.62163"	"0.65533"	"0.75844"	"0.72164"	"0.71931"	"0.78421"	"0.61368"	"0.71731"	"0.7483"	"0.87976"	"0.81409"	"0.92034"	"0.5334"	"0.70555"	"0.61212"	"0.79277"	"0.73467"	"0.61521"	"0.64371"	"0.77413"	"0.61285"	"0.74529"	"0.52832"	"0.68028"	"0.67061"	"0.81941"	"0.66432"	"0.70091"	"0.75731"	"0.8768"	"0.75251"	"0.75922"	"0.83512"	"0.67919"	"0.61295"	"0.80115"	"0.92675"	"0.91202"	"0.6929"	"0.82446"	"0.87879"	"0.64436"	"0.80921"	"0.7807"	"0.81198"	"0.74363"	"0.9216"	"0.63921"	"0.67565"	"0.75059"	"0.78593"	"0.72558"	"0.9977"	"0.83741"	"0.84936"	"0.59951"	"1.0694"	"0.90752"	"0.7675"	"0.62653"	"0.78275"	"0.74859"	"0.54721"	"0.78668"	"0.52182"	"0.81206"	"0.6359"	"0.86841"	"0.90548"	"0.64051"	"0.95787"	"0.82919"	"0.99968"	"0.78364"	"0.87528"	"0.92768"	"0.71485"	"0.85153"	"1.0199"	"0.87728"	"0.66533"	"0.68691"	"0.60228"	"0.52478"	"0.71523"	"0.57919"
"CHEBI:16704"	"C9H12N2O6"	"C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O"	"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"	"uridine"	"[4.02 .. 4.08]"	"t 4.04"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"3:medium reliability"	""	""	""	""	""	""	"10.374"	"8.5323"	"9.4325"	"8.0982"	"6.7217"	"7.2399"	"8.4902"	"7.5393"	"8.8835"	"7.1689"	"8.3937"	"7.2115"	"8.9239"	"9.4308"	"10.481"	"6.0129"	"5.9279"	"4.6191"	"6.6808"	"6.4122"	"6.4331"	"5.6714"	"6.1313"	"8.1944"	"9.3957"	"6.7933"	"9.2815"	"8.3898"	"9.3201"	"9.2779"	"7.9314"	"7.4049"	"6.5209"	"6.6252"	"6.7986"	"7.8323"	"6.982"	"7.067"	"6.9901"	"6.2734"	"5.8352"	"5.5637"	"6.6112"	"7.3614"	"6.5173"	"6.2143"	"8.9517"	"6.4356"	"12.278"	"12.849"	"11.501"	"11.973"	"13.562"	"12.027"	"10.929"	"7.2226"	"8.0988"	"7.1643"	"6.1026"	"6.7395"	"5.7858"	"5.4274"	"8.0751"	"8.4517"	"7.1277"	"7.567"	"7.9356"	"7.0777"	"7.7743"	"6.6012"	"9.456"	"7.6935"	"6.7982"	"8.8827"	"7.27"	"7.1522"	"10.73"	"11.197"	"11.602"	"9.2217"	"9.8685"	"9.3522"	"9.5025"	"7.8213"	"8.3349"	"7.7153"	"6.9199"	"8.2487"	"6.4557"	"6.0919"	"9.2542"	"10.62"	"9.3407"	"9.2031"	"10.17"	"8.3207"	"8.2199"	"7.5763"	"7.6972"	"7.464"	"6.0763"	"9.1539"	"7.4104"	"7.7668"	"6.7826"	"7.9543"	"8.3525"	"6.4958"	"7.4219"	"7.2414"	"8.9975"	"9.7741"	"12.257"	"10.472"	"9.2616"	"11.7"	"11.252"	"9.9987"	"9.773"	"10.547"	"10.711"	"8.8628"	"10.854"	"10.311"	"7.8743"	"10.035"	"10.684"	"7.9259"	"5.4871"	"7.9639"	"7.3473"	"7.8345"
"CHEBI:16737"	"C4H7N3O"	"CN1CC(=O)N=C1N"	"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)"	"creatinine"	"[4.02 .. 4.08]"	"t 4.04; s 4.06"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"4:good reliability"	""	""	""	""	""	""	"10.374"	"8.5323"	"9.4325"	"8.0982"	"6.7217"	"7.2399"	"8.4902"	"7.5393"	"8.8835"	"7.1689"	"8.3937"	"7.2115"	"8.9239"	"9.4308"	"10.481"	"6.0129"	"5.9279"	"4.6191"	"6.6808"	"6.4122"	"6.4331"	"5.6714"	"6.1313"	"8.1944"	"9.3957"	"6.7933"	"9.2815"	"8.3898"	"9.3201"	"9.2779"	"7.9314"	"7.4049"	"6.5209"	"6.6252"	"6.7986"	"7.8323"	"6.982"	"7.067"	"6.9901"	"6.2734"	"5.8352"	"5.5637"	"6.6112"	"7.3614"	"6.5173"	"6.2143"	"8.9517"	"6.4356"	"12.278"	"12.849"	"11.501"	"11.973"	"13.562"	"12.027"	"10.929"	"7.2226"	"8.0988"	"7.1643"	"6.1026"	"6.7395"	"5.7858"	"5.4274"	"8.0751"	"8.4517"	"7.1277"	"7.567"	"7.9356"	"7.0777"	"7.7743"	"6.6012"	"9.456"	"7.6935"	"6.7982"	"8.8827"	"7.27"	"7.1522"	"10.73"	"11.197"	"11.602"	"9.2217"	"9.8685"	"9.3522"	"9.5025"	"7.8213"	"8.3349"	"7.7153"	"6.9199"	"8.2487"	"6.4557"	"6.0919"	"9.2542"	"10.62"	"9.3407"	"9.2031"	"10.17"	"8.3207"	"8.2199"	"7.5763"	"7.6972"	"7.464"	"6.0763"	"9.1539"	"7.4104"	"7.7668"	"6.7826"	"7.9543"	"8.3525"	"6.4958"	"7.4219"	"7.2414"	"8.9975"	"9.7741"	"12.257"	"10.472"	"9.2616"	"11.7"	"11.252"	"9.9987"	"9.773"	"10.547"	"10.711"	"8.8628"	"10.854"	"10.311"	"7.8743"	"10.035"	"10.684"	"7.9259"	"5.4871"	"7.9639"	"7.3473"	"7.8345"
"CHEBI:16704"	"C9H12N2O6"	"C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O"	"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"	"Uridine"	"[4.08 .. 4.13]"	"?"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"3:medium reliability"	""	""	""	""	""	""	"1.046"	"1.6298"	"1.3469"	"1.3698"	"1.3448"	"1.6564"	"1.832"	"1.134"	"1.127"	"0.43725"	"0.80693"	"0.98685"	"0.98401"	"1.1114"	"0.9656"	"0.97403"	"1.1303"	"0.9893"	"1.1151"	"1.203"	"1.0735"	"0.89463"	"1.2098"	"0.88052"	"1.0146"	"0.97361"	"1.2058"	"1.0365"	"1.1695"	"0.92327"	"1.6892"	"1.2875"	"1.4634"	"1.3767"	"0.91073"	"1.282"	"0.98729"	"0.93154"	"1.0172"	"1.6886"	"1.3085"	"1.1746"	"1.0953"	"1.4966"	"1.0448"	"0.9309"	"1.1449"	"0.92992"	"1.0457"	"0.79525"	"0.95097"	"0.8624"	"0.97921"	"0.86057"	"0.94735"	"1.0673"	"1.0959"	"1.1708"	"0.69485"	"0.86873"	"0.87209"	"0.91654"	"1.0543"	"0.94084"	"0.98594"	"1.0383"	"1.039"	"0.95514"	"0.96117"	"0.82395"	"0.97383"	"1.0523"	"0.86357"	"1.0209"	"0.9883"	"1.2562"	"0.96603"	"1.0715"	"1.0844"	"0.89401"	"0.86132"	"0.88995"	"1.0286"	"1.1736"	"1.1933"	"1.2371"	"1.0749"	"1.0986"	"1.0132"	"0.82953"	"1.0675"	"1.1037"	"1.1816"	"0.93231"	"1.0287"	"1.1215"	"1.2368"	"0.97276"	"1.0683"	"1.0195"	"0.97155"	"0.92686"	"1.1433"	"1.1134"	"1.1528"	"1.0672"	"1.2274"	"0.99232"	"0.90192"	"1.0339"	"1.1396"	"1.1036"	"1.2061"	"1.1063"	"1.1996"	"0.97788"	"1.2374"	"1.0677"	"1.2586"	"1.0002"	"1.1511"	"1.0439"	"0.93405"	"1.1846"	"1.3831"	"1.1465"	"0.92099"	"0.87194"	"0.67668"	"0.7528"	"0.83722"	"0.84003"
"CHEBI:422"	"C3H6O3"	"CC(C(=O)O)O"	"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1"	"lactate"	"[4.08 .. 4.13]"	"q 4.12"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"5:very good reliability"	""	""	""	""	""	""	"1.046"	"1.6298"	"1.3469"	"1.3698"	"1.3448"	"1.6564"	"1.832"	"1.134"	"1.127"	"0.43725"	"0.80693"	"0.98685"	"0.98401"	"1.1114"	"0.9656"	"0.97403"	"1.1303"	"0.9893"	"1.1151"	"1.203"	"1.0735"	"0.89463"	"1.2098"	"0.88052"	"1.0146"	"0.97361"	"1.2058"	"1.0365"	"1.1695"	"0.92327"	"1.6892"	"1.2875"	"1.4634"	"1.3767"	"0.91073"	"1.282"	"0.98729"	"0.93154"	"1.0172"	"1.6886"	"1.3085"	"1.1746"	"1.0953"	"1.4966"	"1.0448"	"0.9309"	"1.1449"	"0.92992"	"1.0457"	"0.79525"	"0.95097"	"0.8624"	"0.97921"	"0.86057"	"0.94735"	"1.0673"	"1.0959"	"1.1708"	"0.69485"	"0.86873"	"0.87209"	"0.91654"	"1.0543"	"0.94084"	"0.98594"	"1.0383"	"1.039"	"0.95514"	"0.96117"	"0.82395"	"0.97383"	"1.0523"	"0.86357"	"1.0209"	"0.9883"	"1.2562"	"0.96603"	"1.0715"	"1.0844"	"0.89401"	"0.86132"	"0.88995"	"1.0286"	"1.1736"	"1.1933"	"1.2371"	"1.0749"	"1.0986"	"1.0132"	"0.82953"	"1.0675"	"1.1037"	"1.1816"	"0.93231"	"1.0287"	"1.1215"	"1.2368"	"0.97276"	"1.0683"	"1.0195"	"0.97155"	"0.92686"	"1.1433"	"1.1134"	"1.1528"	"1.0672"	"1.2274"	"0.99232"	"0.90192"	"1.0339"	"1.1396"	"1.1036"	"1.2061"	"1.1063"	"1.1996"	"0.97788"	"1.2374"	"1.0677"	"1.2586"	"1.0002"	"1.1511"	"1.0439"	"0.93405"	"1.1846"	"1.3831"	"1.1465"	"0.92099"	"0.87194"	"0.67668"	"0.7528"	"0.83722"	"0.84003"
